0.01.274.592 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.434.982 I srv    load_model: loading model '/work/GLM-5.2-GGUF/REAP50/GLM-5.2-REAP50-Q3_K_M-00001-of-00005.gguf'
0.03.384.478 W load: special_eot_id is not in special_eog_ids - the tokenizer config may be incorrect
0.03.384.490 W load: special_eom_id is not in special_eog_ids - the tokenizer config may be incorrect
2.02.682.621 I srv    load_model: initializing, n_slots = 8, n_ctx_slot = 2048, kv_unified = 'false'
2.02.708.117 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
2.02.708.170 I srv  llama_server: model loaded
2.02.708.177 I srv  llama_server: listening on http://127.0.0.1:8080
2.30.630.013 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = -1
3.34.350.690 I slot launch_slot_: id  1 | task 784 | processing task, is_child = 0
3.34.825.363 I slot print_timing: id  7 | task 0 | n_decoded =    767, tg =  12.09 t/s, tg_3s =  11.66 t/s
3.35.386.912 I slot print_timing: id  0 | task 694 | n_decoded =    100, tg =  12.28 t/s, tg_3s =  12.28 t/s
3.35.387.903 I slot print_timing: id  3 | task 127 | n_decoded =    656, tg =  12.20 t/s, tg_3s =  11.67 t/s
3.35.388.533 I slot print_timing: id  5 | task 278 | n_decoded =    509, tg =  12.22 t/s, tg_3s =  11.67 t/s
3.35.707.713 I slot print_timing: id  3 | task 127 | prompt eval time =     220.43 ms /    46 tokens (    4.79 ms per token,   208.68 tokens per second)
3.35.707.723 I slot print_timing: id  3 | task 127 |        eval time =   54082.82 ms /   660 tokens (   81.94 ms per token,    12.20 tokens per second)
3.35.707.723 I slot print_timing: id  3 | task 127 |       total time =   54303.25 ms /   706 tokens
3.35.707.725 I slot print_timing: id  3 | task 127 |    graphs reused =        737
3.35.707.806 I slot      release: id  3 | task 127 | stop processing: n_tokens = 710, truncated = 0
3.35.781.212 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 416347498076
3.35.804.715 I slot launch_slot_: id  3 | task 801 | processing task, is_child = 0
3.37.062.287 I slot print_timing: id  2 | task 376 | n_decoded =    429, tg =  12.09 t/s, tg_3s =  10.45 t/s
3.37.223.546 I slot print_timing: id  4 | task 680 | n_decoded =    132, tg =  11.83 t/s, tg_3s =  10.45 t/s
3.37.305.225 I slot print_timing: id  6 | task 569 | n_decoded =    243, tg =  12.04 t/s, tg_3s =  10.45 t/s
3.37.868.809 I slot print_timing: id  7 | task 0 | n_decoded =    801, tg =  12.05 t/s, tg_3s =  11.17 t/s
3.38.426.981 I slot print_timing: id  0 | task 694 | n_decoded =    134, tg =  11.99 t/s, tg_3s =  11.18 t/s
3.38.428.604 I slot print_timing: id  5 | task 278 | n_decoded =    543, tg =  12.15 t/s, tg_3s =  11.18 t/s
3.38.746.858 I slot print_timing: id  1 | task 784 | prompt eval time =     224.62 ms /    49 tokens (    4.58 ms per token,   218.14 tokens per second)
3.38.746.867 I slot print_timing: id  1 | task 784 |        eval time =    4171.51 ms /    49 tokens (   85.13 ms per token,    11.75 tokens per second)
3.38.746.876 I slot print_timing: id  1 | task 784 |       total time =    4396.13 ms /    98 tokens
3.38.746.878 I slot print_timing: id  1 | task 784 |    graphs reused =        768
3.38.746.931 I slot      release: id  1 | task 784 | stop processing: n_tokens = 100, truncated = 0
3.38.834.024 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 416350537201
3.38.838.365 I slot launch_slot_: id  1 | task 836 | processing task, is_child = 0
3.39.656.672 I slot print_timing: id  0 | task 694 | prompt eval time =     201.38 ms /    47 tokens (    4.28 ms per token,   233.39 tokens per second)
3.39.656.681 I slot print_timing: id  0 | task 694 |        eval time =   12409.83 ms /   148 tokens (   83.85 ms per token,    11.93 tokens per second)
3.39.656.682 I slot print_timing: id  0 | task 694 |       total time =   12611.20 ms /   195 tokens
3.39.656.683 I slot print_timing: id  0 | task 694 |    graphs reused =        775
3.39.656.744 I slot      release: id  0 | task 694 | stop processing: n_tokens = 197, truncated = 0
3.39.734.118 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.172 (> 0.100 thold), f_keep = 0.025
3.39.741.543 I slot launch_slot_: id  0 | task 847 | processing task, is_child = 0
3.40.117.331 I slot print_timing: id  2 | task 376 | n_decoded =    465, tg =  12.07 t/s, tg_3s =  11.78 t/s
3.40.277.452 I slot print_timing: id  4 | task 680 | n_decoded =    168, tg =  11.82 t/s, tg_3s =  11.79 t/s
3.40.358.267 I slot print_timing: id  6 | task 569 | n_decoded =    279, tg =  12.01 t/s, tg_3s =  11.79 t/s
3.40.919.509 I slot print_timing: id  7 | task 0 | n_decoded =    837, tg =  12.04 t/s, tg_3s =  11.80 t/s
3.41.480.058 I slot print_timing: id  5 | task 278 | n_decoded =    579, tg =  12.13 t/s, tg_3s =  11.80 t/s
3.43.167.753 I slot print_timing: id  2 | task 376 | n_decoded =    503, tg =  12.10 t/s, tg_3s =  12.46 t/s
3.43.328.700 I slot print_timing: id  4 | task 680 | n_decoded =    206, tg =  11.93 t/s, tg_3s =  12.45 t/s
3.43.409.420 I slot print_timing: id  6 | task 569 | n_decoded =    317, tg =  12.06 t/s, tg_3s =  12.45 t/s
3.43.971.270 I slot print_timing: id  7 | task 0 | n_decoded =    875, tg =  12.06 t/s, tg_3s =  12.45 t/s
3.44.290.365 I slot print_timing: id  3 | task 801 | n_decoded =    100, tg =  12.31 t/s, tg_3s =  12.31 t/s
3.44.531.424 I slot print_timing: id  5 | task 278 | n_decoded =    617, tg =  12.14 t/s, tg_3s =  12.45 t/s
3.46.209.544 I slot print_timing: id  2 | task 376 | n_decoded =    541, tg =  12.12 t/s, tg_3s =  12.49 t/s
3.46.369.886 I slot print_timing: id  4 | task 680 | n_decoded =    244, tg =  12.02 t/s, tg_3s =  12.50 t/s
3.46.450.889 I slot print_timing: id  6 | task 569 | n_decoded =    355, tg =  12.11 t/s, tg_3s =  12.49 t/s
3.47.012.047 I slot print_timing: id  1 | task 836 | n_decoded =    100, tg =  12.50 t/s, tg_3s =  12.50 t/s
3.47.013.989 I slot print_timing: id  7 | task 0 | n_decoded =    913, tg =  12.07 t/s, tg_3s =  12.49 t/s
3.47.333.394 I slot print_timing: id  3 | task 801 | n_decoded =    138, tg =  12.36 t/s, tg_3s =  12.49 t/s
3.47.574.885 I slot print_timing: id  5 | task 278 | n_decoded =    655, tg =  12.16 t/s, tg_3s =  12.49 t/s
3.47.813.560 I slot print_timing: id  0 | task 847 | n_decoded =    100, tg =  12.59 t/s, tg_3s =  12.59 t/s
3.49.261.697 I slot print_timing: id  2 | task 376 | n_decoded =    579, tg =  12.14 t/s, tg_3s =  12.45 t/s
3.49.422.463 I slot print_timing: id  4 | task 680 | n_decoded =    282, tg =  12.07 t/s, tg_3s =  12.45 t/s
3.49.503.314 I slot print_timing: id  6 | task 569 | n_decoded =    393, tg =  12.14 t/s, tg_3s =  12.45 t/s
3.50.063.319 I slot print_timing: id  1 | task 836 | n_decoded =    138, tg =  12.49 t/s, tg_3s =  12.45 t/s
3.50.065.245 I slot print_timing: id  7 | task 0 | n_decoded =    951, tg =  12.09 t/s, tg_3s =  12.45 t/s
3.50.385.988 I slot print_timing: id  3 | task 801 | n_decoded =    176, tg =  12.38 t/s, tg_3s =  12.45 t/s
3.50.627.563 I slot print_timing: id  5 | task 278 | n_decoded =    693, tg =  12.18 t/s, tg_3s =  12.45 t/s
3.50.867.101 I slot print_timing: id  0 | task 847 | n_decoded =    138, tg =  12.55 t/s, tg_3s =  12.44 t/s
3.51.830.809 I slot print_timing: id  3 | task 801 | prompt eval time =     363.81 ms /    90 tokens (    4.04 ms per token,   247.39 tokens per second)
3.51.830.818 I slot print_timing: id  3 | task 801 |        eval time =   15662.24 ms /   194 tokens (   80.73 ms per token,    12.39 tokens per second)
3.51.830.819 I slot print_timing: id  3 | task 801 |       total time =   16026.05 ms /   284 tokens
3.51.830.820 I slot print_timing: id  3 | task 801 |    graphs reused =        924
3.51.830.871 I slot      release: id  3 | task 801 | stop processing: n_tokens = 288, truncated = 0
3.51.903.658 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 416363621140
3.51.914.329 I slot launch_slot_: id  3 | task 999 | processing task, is_child = 0
3.52.300.853 I slot print_timing: id  2 | task 376 | n_decoded =    615, tg =  12.13 t/s, tg_3s =  11.85 t/s
3.52.461.600 I slot print_timing: id  4 | task 680 | n_decoded =    318, tg =  12.05 t/s, tg_3s =  11.85 t/s
3.52.543.370 I slot print_timing: id  6 | task 569 | n_decoded =    429, tg =  12.11 t/s, tg_3s =  11.84 t/s
3.53.111.510 I slot print_timing: id  1 | task 836 | n_decoded =    174, tg =  12.34 t/s, tg_3s =  11.81 t/s
3.53.113.504 I slot print_timing: id  7 | task 0 | n_decoded =    987, tg =  12.08 t/s, tg_3s =  11.81 t/s
3.53.676.475 I slot print_timing: id  5 | task 278 | n_decoded =    729, tg =  12.16 t/s, tg_3s =  11.81 t/s
3.53.915.459 I slot print_timing: id  0 | task 847 | n_decoded =    174, tg =  12.39 t/s, tg_3s =  11.81 t/s
3.55.364.045 I slot print_timing: id  2 | task 376 | n_decoded =    653, tg =  12.14 t/s, tg_3s =  12.41 t/s
3.55.525.898 I slot print_timing: id  4 | task 680 | n_decoded =    356, tg =  12.09 t/s, tg_3s =  12.40 t/s
3.55.607.027 I slot print_timing: id  6 | task 569 | n_decoded =    467, tg =  12.14 t/s, tg_3s =  12.40 t/s
3.56.169.452 I slot print_timing: id  1 | task 836 | n_decoded =    212, tg =  12.36 t/s, tg_3s =  12.43 t/s
3.56.171.386 I slot print_timing: id  7 | task 0 | n_decoded =   1025, tg =  12.09 t/s, tg_3s =  12.43 t/s
3.56.732.680 I slot print_timing: id  5 | task 278 | n_decoded =    767, tg =  12.17 t/s, tg_3s =  12.43 t/s
3.56.972.277 I slot print_timing: id  0 | task 847 | n_decoded =    212, tg =  12.40 t/s, tg_3s =  12.43 t/s
3.58.421.470 I slot print_timing: id  2 | task 376 | n_decoded =    691, tg =  12.16 t/s, tg_3s =  12.43 t/s
3.58.583.907 I slot print_timing: id  4 | task 680 | n_decoded =    394, tg =  12.12 t/s, tg_3s =  12.43 t/s
3.58.665.117 I slot print_timing: id  6 | task 569 | n_decoded =    505, tg =  12.16 t/s, tg_3s =  12.43 t/s
3.59.226.452 I slot print_timing: id  1 | task 836 | n_decoded =    250, tg =  12.37 t/s, tg_3s =  12.43 t/s
3.59.228.376 I slot print_timing: id  7 | task 0 | n_decoded =   1063, tg =  12.10 t/s, tg_3s =  12.43 t/s
3.59.792.330 I slot print_timing: id  5 | task 278 | n_decoded =    805, tg =  12.19 t/s, tg_3s =  12.42 t/s
4.00.032.296 I slot print_timing: id  0 | task 847 | n_decoded =    250, tg =  12.40 t/s, tg_3s =  12.42 t/s
4.00.113.633 I slot print_timing: id  3 | task 999 | n_decoded =    100, tg =  12.53 t/s, tg_3s =  12.53 t/s
4.01.483.545 I slot print_timing: id  2 | task 376 | n_decoded =    729, tg =  12.17 t/s, tg_3s =  12.41 t/s
4.01.644.378 I slot print_timing: id  4 | task 680 | n_decoded =    432, tg =  12.14 t/s, tg_3s =  12.42 t/s
4.01.725.965 I slot print_timing: id  6 | task 569 | n_decoded =    543, tg =  12.18 t/s, tg_3s =  12.41 t/s
4.02.288.408 I slot print_timing: id  1 | task 836 | n_decoded =    288, tg =  12.37 t/s, tg_3s =  12.41 t/s
4.02.290.307 I slot print_timing: id  7 | task 0 | n_decoded =   1101, tg =  12.11 t/s, tg_3s =  12.41 t/s
4.02.854.660 I slot print_timing: id  5 | task 278 | n_decoded =    843, tg =  12.19 t/s, tg_3s =  12.41 t/s
4.03.095.030 I slot print_timing: id  0 | task 847 | n_decoded =    288, tg =  12.40 t/s, tg_3s =  12.41 t/s
4.03.176.594 I slot print_timing: id  3 | task 999 | n_decoded =    138, tg =  12.50 t/s, tg_3s =  12.41 t/s
4.04.545.179 I slot print_timing: id  2 | task 376 | n_decoded =    767, tg =  12.18 t/s, tg_3s =  12.41 t/s
4.04.707.299 I slot print_timing: id  4 | task 680 | n_decoded =    470, tg =  12.16 t/s, tg_3s =  12.41 t/s
4.04.788.292 I slot print_timing: id  6 | task 569 | n_decoded =    581, tg =  12.19 t/s, tg_3s =  12.41 t/s
4.05.351.318 I slot print_timing: id  1 | task 836 | n_decoded =    326, tg =  12.38 t/s, tg_3s =  12.41 t/s
4.05.353.232 I slot print_timing: id  7 | task 0 | n_decoded =   1139, tg =  12.12 t/s, tg_3s =  12.41 t/s
4.05.914.265 I slot print_timing: id  5 | task 278 | n_decoded =    881, tg =  12.20 t/s, tg_3s =  12.42 t/s
4.06.153.852 I slot print_timing: id  0 | task 847 | n_decoded =    326, tg =  12.40 t/s, tg_3s =  12.42 t/s
4.06.234.656 I slot print_timing: id  3 | task 999 | n_decoded =    176, tg =  12.48 t/s, tg_3s =  12.43 t/s
4.07.601.305 I slot print_timing: id  2 | task 376 | n_decoded =    805, tg =  12.19 t/s, tg_3s =  12.43 t/s
4.07.762.959 I slot print_timing: id  4 | task 680 | n_decoded =    508, tg =  12.18 t/s, tg_3s =  12.44 t/s
4.07.843.998 I slot print_timing: id  6 | task 569 | n_decoded =    619, tg =  12.21 t/s, tg_3s =  12.44 t/s
4.08.403.375 I slot print_timing: id  1 | task 836 | n_decoded =    364, tg =  12.38 t/s, tg_3s =  12.45 t/s
4.08.405.286 I slot print_timing: id  7 | task 0 | n_decoded =   1177, tg =  12.13 t/s, tg_3s =  12.45 t/s
4.08.967.558 I slot print_timing: id  5 | task 278 | n_decoded =    919, tg =  12.21 t/s, tg_3s =  12.45 t/s
4.09.207.087 I slot print_timing: id  0 | task 847 | n_decoded =    364, tg =  12.41 t/s, tg_3s =  12.45 t/s
4.09.288.894 I slot print_timing: id  3 | task 999 | n_decoded =    214, tg =  12.48 t/s, tg_3s =  12.44 t/s
4.10.658.342 I slot print_timing: id  2 | task 376 | n_decoded =    843, tg =  12.20 t/s, tg_3s =  12.43 t/s
4.10.820.570 I slot print_timing: id  4 | task 680 | n_decoded =    546, tg =  12.20 t/s, tg_3s =  12.43 t/s
4.10.901.575 I slot print_timing: id  6 | task 569 | n_decoded =    657, tg =  12.22 t/s, tg_3s =  12.43 t/s
4.11.464.695 I slot print_timing: id  1 | task 836 | n_decoded =    402, tg =  12.39 t/s, tg_3s =  12.41 t/s
4.11.466.614 I slot print_timing: id  7 | task 0 | n_decoded =   1215, tg =  12.14 t/s, tg_3s =  12.41 t/s
4.12.027.664 I slot print_timing: id  5 | task 278 | prompt eval time =     273.47 ms /    30 tokens (    9.12 ms per token,   109.70 tokens per second)
4.12.027.675 I slot print_timing: id  5 | task 278 |        eval time =   78300.10 ms /   957 tokens (   81.82 ms per token,    12.22 tokens per second)
4.12.027.676 I slot print_timing: id  5 | task 278 |       total time =   78573.57 ms /   987 tokens
4.12.027.677 I slot print_timing: id  5 | task 278 |    graphs reused =       1169
4.12.027.765 I slot      release: id  5 | task 278 | stop processing: n_tokens = 991, truncated = 0
4.12.091.431 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 416383818034
4.12.125.076 I slot launch_slot_: id  5 | task 1249 | processing task, is_child = 0
4.12.330.069 I slot print_timing: id  0 | task 847 | n_decoded =    401, tg =  12.35 t/s, tg_3s =  11.85 t/s
4.12.331.047 I slot print_timing: id  3 | task 999 | n_decoded =    250, tg =  12.38 t/s, tg_3s =  11.83 t/s
4.13.713.667 I slot print_timing: id  2 | task 376 | n_decoded =    879, tg =  12.19 t/s, tg_3s =  11.78 t/s
4.13.876.106 I slot print_timing: id  4 | task 680 | n_decoded =    582, tg =  12.17 t/s, tg_3s =  11.78 t/s
4.13.957.997 I slot print_timing: id  6 | task 569 | n_decoded =    693, tg =  12.19 t/s, tg_3s =  11.78 t/s
4.14.523.527 I slot print_timing: id  1 | task 836 | n_decoded =    438, tg =  12.33 t/s, tg_3s =  11.77 t/s
4.14.525.469 I slot print_timing: id  7 | task 0 | n_decoded =   1251, tg =  12.13 t/s, tg_3s =  11.77 t/s
4.14.927.001 I slot print_timing: id  0 | task 847 | prompt eval time =     127.87 ms /    24 tokens (    5.33 ms per token,   187.69 tokens per second)
4.14.927.009 I slot print_timing: id  0 | task 847 |        eval time =   35057.56 ms /   433 tokens (   80.96 ms per token,    12.35 tokens per second)
4.14.927.010 I slot print_timing: id  0 | task 847 |       total time =   35185.42 ms /   457 tokens
4.14.927.011 I slot print_timing: id  0 | task 847 |    graphs reused =       1199
4.14.927.053 I slot      release: id  0 | task 847 | stop processing: n_tokens = 461, truncated = 0
4.15.006.372 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 416386717323
4.15.022.476 I slot launch_slot_: id  0 | task 1284 | processing task, is_child = 0
4.15.384.404 I slot print_timing: id  3 | task 999 | n_decoded =    285, tg =  12.26 t/s, tg_3s =  11.46 t/s
4.16.761.276 I slot print_timing: id  2 | task 376 | n_decoded =    914, tg =  12.16 t/s, tg_3s =  11.48 t/s
4.16.923.862 I slot print_timing: id  4 | task 680 | n_decoded =    617, tg =  12.13 t/s, tg_3s =  11.48 t/s
4.17.005.132 I slot print_timing: id  6 | task 569 | n_decoded =    728, tg =  12.16 t/s, tg_3s =  11.49 t/s
4.17.086.315 I slot print_timing: id  7 | task 0 | prompt eval time =     761.70 ms /    44 tokens (   17.31 ms per token,    57.77 tokens per second)
4.17.086.326 I slot print_timing: id  7 | task 0 |        eval time =  105694.23 ms /  1280 tokens (   82.57 ms per token,    12.11 tokens per second)
4.17.086.327 I slot print_timing: id  7 | task 0 |       total time =  106455.93 ms /  1324 tokens
4.17.086.328 I slot print_timing: id  7 | task 0 |    graphs reused =       1221
4.17.086.420 I slot      release: id  7 | task 0 | stop processing: n_tokens = 1323, truncated = 0
4.17.162.669 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = 416388876689
4.17.206.502 I slot launch_slot_: id  7 | task 1309 | processing task, is_child = 0
4.17.549.640 I slot print_timing: id  1 | task 836 | n_decoded =    469, tg =  12.17 t/s, tg_3s =  10.24 t/s
4.18.363.305 I slot print_timing: id  0 | task 1284 | prompt eval time =     275.21 ms /    66 tokens (    4.17 ms per token,   239.81 tokens per second)
4.18.363.313 I slot print_timing: id  0 | task 1284 |        eval time =    3065.58 ms /    35 tokens (   87.59 ms per token,    11.42 tokens per second)
4.18.363.314 I slot print_timing: id  0 | task 1284 |       total time =    3340.79 ms /   101 tokens
4.18.363.315 I slot print_timing: id  0 | task 1284 |    graphs reused =       1230
4.18.363.360 I slot      release: id  0 | task 1284 | stop processing: n_tokens = 105, truncated = 0
4.18.441.063 I slot print_timing: id  3 | task 999 | n_decoded =    319, tg =  12.13 t/s, tg_3s =  11.12 t/s
4.18.442.414 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 416390153630
4.18.446.692 I slot launch_slot_: id  0 | task 1322 | processing task, is_child = 0
4.18.792.472 I slot print_timing: id  3 | task 999 | prompt eval time =     220.97 ms /    49 tokens (    4.51 ms per token,   221.75 tokens per second)
4.18.792.482 I slot print_timing: id  3 | task 999 |        eval time =   26657.14 ms /   322 tokens (   82.79 ms per token,    12.08 tokens per second)
4.18.792.483 I slot print_timing: id  3 | task 999 |       total time =   26878.11 ms /   371 tokens
4.18.792.484 I slot print_timing: id  3 | task 999 |    graphs reused =       1232
4.18.792.557 I slot      release: id  3 | task 999 | stop processing: n_tokens = 374, truncated = 0
4.18.866.105 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.114 (> 0.100 thold), f_keep = 0.011
4.18.879.157 I slot launch_slot_: id  3 | task 1327 | processing task, is_child = 0
4.19.786.965 I slot print_timing: id  2 | task 376 | n_decoded =    945, tg =  12.08 t/s, tg_3s =  10.25 t/s
4.19.949.244 I slot print_timing: id  4 | task 680 | n_decoded =    648, tg =  12.03 t/s, tg_3s =  10.25 t/s
4.20.030.800 I slot print_timing: id  6 | task 569 | n_decoded =    759, tg =  12.07 t/s, tg_3s =  10.25 t/s
4.20.593.887 I slot print_timing: id  1 | task 836 | n_decoded =    504, tg =  12.12 t/s, tg_3s =  11.50 t/s
4.21.079.112 I slot print_timing: id  5 | task 1249 | n_decoded =    100, tg =  11.43 t/s, tg_3s =  11.43 t/s
4.22.779.031 I slot print_timing: id  3 | task 1327 | prompt eval time =     177.34 ms /    31 tokens (    5.72 ms per token,   174.81 tokens per second)
4.22.779.040 I slot print_timing: id  3 | task 1327 |        eval time =    3722.48 ms /    47 tokens (   79.20 ms per token,    12.63 tokens per second)
4.22.779.041 I slot print_timing: id  3 | task 1327 |       total time =    3899.82 ms /    78 tokens
4.22.779.042 I slot print_timing: id  3 | task 1327 |    graphs reused =       1277
4.22.779.091 I slot      release: id  3 | task 1327 | stop processing: n_tokens = 81, truncated = 0
4.22.850.769 I slot print_timing: id  2 | task 376 | n_decoded =    983, tg =  12.10 t/s, tg_3s =  12.40 t/s
4.22.852.102 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.147 (> 0.100 thold), f_keep = 0.062
4.22.855.592 I slot launch_slot_: id  3 | task 1376 | processing task, is_child = 0
4.23.029.350 I slot print_timing: id  4 | task 680 | n_decoded =    685, tg =  12.03 t/s, tg_3s =  12.01 t/s
4.23.115.365 I slot print_timing: id  6 | task 569 | n_decoded =    796, tg =  12.06 t/s, tg_3s =  12.00 t/s
